endereco,preco,condominio,tamanho_m2,quartos,banheiros,vagas
"Rua Marquês de São Vicente - Gávea, Rio de Janeiro - RJ",1.650.000,1.575,"
                95
              ","3
","2
","1
"
"Estrada dos Bandeirantes, 53 - Recreio Dos Bandeirantes, Rio de Janeiro - RJ",1.590.000,2.700,"
                270
              ","4
","5
","2
"
"Rua do Humaitá - Humaitá, Rio de Janeiro - RJ","2.100
",1.600,"
                120
              ","3
","2
","1
"
"Avenida General San Martin - Leblon, Rio de Janeiro - RJ",4.000.000,2.432,"
                260
              ","3
","3
","1
"
"Avenida das Américas, 6501 - Barra da Tijuca, Rio de Janeiro - RJ",1.100.000,1.900,"
                118
              ","3
","3
","2
"
"Flamengo, Rio de Janeiro - RJ",620.000,800,"
                80
              ","2
","2
","--
"
"Centro, Rio de Janeiro - RJ","4.500
",,"
                423
              ","--
","4
","--
"
"Rua General Clarindo, 275 - Engenho De Dentro, Rio de Janeiro - RJ",81.230,,"
                46
              ","1
","1
","--
"
"Rua Doutor Manuel Marreiros, 2335 - Bancários, Rio de Janeiro - RJ",260.000,,"
                65
              ","2
","1
","1
"
"Rua Humberto de Campos - Leblon, Rio de Janeiro - RJ",3.600.000,2.000,"
                140
              ","3
","4
","1
"
"Laranjeiras, Rio de Janeiro - RJ",1.900.000,2.650,"
                207
              ","3
","3
","2
"
"Avenida das Américas, 50 - Barra da Tijuca, Rio de Janeiro - RJ",759.000,1.100,"
                82
              ","2
","1
","1
"
"Rua Pinto Teles, 510 - Praça Seca, Rio de Janeiro - RJ",290.000,585,"
                79
              ","2
","1
","1
"
"Avenida Lúcio Costa, 3150 - Barra da Tijuca, Rio de Janeiro - RJ",485.000,,"
                53
              ","1
","1
","1
"
"Rua Padre Manuel da Nóbrega, 285 - Quintino Bocaiúva, Rio de Janeiro - RJ",180.000,,"
                61
              ","2
","1
","--
"
"Campo Grande, Rio de Janeiro - RJ",260.000,,"
                100
              ","2
","1
","3
"
"Anil, Rio de Janeiro - RJ",1.240.000,1,"
                300
              ","3
","3
","3
"
"Barra da Tijuca, Rio de Janeiro - RJ","40.000
",2.300,"
                1200
              ","5
","13
","5
"
"Avenida Pastor Martin Luther King Jr, 4676 - Tomás Coelho, Rio de Janeiro - RJ",130.000,220,"
                45
              ","2
","1
","--
"
"Rua do Matoso, 125 - Praça da Bandeira, Rio de Janeiro - RJ",320.000,300,"
                42
              ","1
","1
","--
"
"Avenida Lineu de Paula Machado - Lagoa, Rio de Janeiro - RJ",1.190.000,1.200,"
                84
              ","2
","2
","1
"
"Barra da Tijuca, Rio de Janeiro - RJ",649.000,1.000,"
                60
              ","1
","1
","1
"
"Estrada dos Bandeirantes, 451 - Vargem Pequena, Rio de Janeiro - RJ",485.000,440,"
                108
              ","3
","1
","--
"
"Estrada Vereador Alceu de Carvalho, 4470 - Recreio Dos Bandeirantes, Rio de Janeiro - RJ",4.200.000,1.300,"
                662
              ","5
","8
","4
"
"Rua Mário Agostinelli - Jacarepaguá, Rio de Janeiro - RJ",990.000,,"
                166
              ","3
","3
","2
"
"Avenida Embaixador Abelardo Bueno, 2200 - Barra da Tijuca, Rio de Janeiro - RJ",639.900,1.440,"
                93
              ","3
","3
","1
"
"Rua Laura Teles - Tanque, Rio de Janeiro - RJ",220.000,650,"
                59
              ","2
","2
","1
"
"Ipanema, Rio de Janeiro - RJ",18.000.000,5.500,"
                417
              ","5
","8
","2
"
"Grajaú, Rio de Janeiro - RJ",400.000,,"
                132
              ","3
","2
","1
"
"Rua Ibituruna - Maracanã, Rio de Janeiro - RJ",670.000,858,"
                76
              ","3
","2
","1
"
"Rua Equador, 100 - Centro, Rio de Janeiro - RJ",248.000,350,"
                48
              ","1
","1
","1
"
"Rua Frederico Eyer, 35 - Gávea, Rio de Janeiro - RJ",5.500.000,,"
                374
              ","3
","4
","2
"
"Rua Nascimento Silva, 0 - Ipanema, Rio de Janeiro - RJ",1.550.000,1.500,"
                76
              ","1
","2
","1
"
"Rua Franco Zampari, 111 - Jacarepaguá, Rio de Janeiro - RJ",636.900,980,"
                93
              ","3
","3
","1
"
"Rua Araguaia - Freguesia- Jacarepaguá, Rio de Janeiro - RJ",462.000,870,"
                93
              ","3
","3
","1
"
"Avenida Nossa Senhora de Copacabana - Copacabana, Rio de Janeiro - RJ",200.000,638,"
                22
              ","1
","1
","--
"
"Rua Marquês de São Vicente - Gávea, Rio de Janeiro - RJ",1.650.000,1.575,"
                95
              ","3
","2
","1
"
"Estrada dos Bandeirantes, 53 - Recreio Dos Bandeirantes, Rio de Janeiro - RJ",1.590.000,2.700,"
                270
              ","4
","5
","2
"
"Rua do Humaitá - Humaitá, Rio de Janeiro - RJ","2.100
",1.600,"
                120
              ","3
","2
","1
"
"Avenida General San Martin - Leblon, Rio de Janeiro - RJ",4.000.000,2.432,"
                260
              ","3
","3
","1
"
"Avenida das Américas, 6501 - Barra da Tijuca, Rio de Janeiro - RJ",1.100.000,1.900,"
                118
              ","3
","3
","2
"
"Flamengo, Rio de Janeiro - RJ",620.000,800,"
                80
              ","2
","2
","--
"
"Centro, Rio de Janeiro - RJ","4.500
",,"
                423
              ","--
","4
","--
"
"Rua General Clarindo, 275 - Engenho De Dentro, Rio de Janeiro - RJ",81.230,,"
                46
              ","1
","1
","--
"
"Rua Doutor Manuel Marreiros, 2335 - Bancários, Rio de Janeiro - RJ",260.000,,"
                65
              ","2
","1
","1
"
"Rua Humberto de Campos - Leblon, Rio de Janeiro - RJ",3.600.000,2.000,"
                140
              ","3
","4
","1
"
"Laranjeiras, Rio de Janeiro - RJ",1.900.000,2.650,"
                207
              ","3
","3
","2
"
"Avenida das Américas, 50 - Barra da Tijuca, Rio de Janeiro - RJ",759.000,1.100,"
                82
              ","2
","1
","1
"
"Rua Pinto Teles, 510 - Praça Seca, Rio de Janeiro - RJ",290.000,585,"
                79
              ","2
","1
","1
"
"Avenida Lúcio Costa, 3150 - Barra da Tijuca, Rio de Janeiro - RJ",485.000,,"
                53
              ","1
","1
","1
"
"Rua Padre Manuel da Nóbrega, 285 - Quintino Bocaiúva, Rio de Janeiro - RJ",180.000,,"
                61
              ","2
","1
","--
"
"Campo Grande, Rio de Janeiro - RJ",260.000,,"
                100
              ","2
","1
","3
"
"Anil, Rio de Janeiro - RJ",1.240.000,1,"
                300
              ","3
","3
","3
"
"Barra da Tijuca, Rio de Janeiro - RJ","40.000
",2.300,"
                1200
              ","5
","13
","5
"
"Avenida Pastor Martin Luther King Jr, 4676 - Tomás Coelho, Rio de Janeiro - RJ",130.000,220,"
                45
              ","2
","1
","--
"
"Rua do Matoso, 125 - Praça da Bandeira, Rio de Janeiro - RJ",320.000,300,"
                42
              ","1
","1
","--
"
"Avenida Lineu de Paula Machado - Lagoa, Rio de Janeiro - RJ",1.190.000,1.200,"
                84
              ","2
","2
","1
"
"Barra da Tijuca, Rio de Janeiro - RJ",649.000,1.000,"
                60
              ","1
","1
","1
"
"Estrada dos Bandeirantes, 451 - Vargem Pequena, Rio de Janeiro - RJ",485.000,440,"
                108
              ","3
","1
","--
"
"Estrada Vereador Alceu de Carvalho, 4470 - Recreio Dos Bandeirantes, Rio de Janeiro - RJ",4.200.000,1.300,"
                662
              ","5
","8
","4
"
"Rua Mário Agostinelli - Jacarepaguá, Rio de Janeiro - RJ",990.000,,"
                166
              ","3
","3
","2
"
"Avenida Embaixador Abelardo Bueno, 2200 - Barra da Tijuca, Rio de Janeiro - RJ",639.900,1.440,"
                93
              ","3
","3
","1
"
"Rua Laura Teles - Tanque, Rio de Janeiro - RJ",220.000,650,"
                59
              ","2
","2
","1
"
"Ipanema, Rio de Janeiro - RJ",18.000.000,5.500,"
                417
              ","5
","8
","2
"
"Grajaú, Rio de Janeiro - RJ",400.000,,"
                132
              ","3
","2
","1
"
"Rua Ibituruna - Maracanã, Rio de Janeiro - RJ",670.000,858,"
                76
              ","3
","2
","1
"
"Rua Equador, 100 - Centro, Rio de Janeiro - RJ",248.000,350,"
                48
              ","1
","1
","1
"
"Rua Frederico Eyer, 35 - Gávea, Rio de Janeiro - RJ",5.500.000,,"
                374
              ","3
","4
","2
"
"Rua Santa Luísa - Maracanã, Rio de Janeiro - RJ",900.000,1.200,"
                134
              ","3
","2
","2
"
"Avenida Lúcio Costa, 3606 - Barra da Tijuca, Rio de Janeiro - RJ","18.000
",4.000,"
                226
              ","4
","4
","3
"
"Rua Guilherme Baptista, 476 - Recreio Dos Bandeirantes, Rio de Janeiro - RJ",1.369.000,600,"
                200
              ","3
","5
","3
"
"Rua Maranga - Praça Seca, Rio de Janeiro - RJ",450.000,,"
                228
              ","3
","2
","3
"
"Recreio Dos Bandeirantes, Rio de Janeiro - RJ",1.490.000,700,"
                148
              ","3
","4
","2
"
"Rua Assunção, 2 - Botafogo, Rio de Janeiro - RJ",6.300.000,4.750,"
                500
              ","3
","4
","3
"
"Avenida Tim Maia, 0 - Recreio Dos Bandeirantes, Rio de Janeiro - RJ",950.000,1.250,"
                160
              ","3
","2
","2
"
"Vargem Pequena, Rio de Janeiro - RJ",680.000,,"
                120
              ","3
","3
","--
"
"Rua Sargento João Lópes, 905 - Jardim Carioca, Rio de Janeiro - RJ",350.000,400,"
                60
              ","2
","1
","1
"
"Avenida Vice-Presidente José Alencar, 1455 - Barra da Tijuca, Rio de Janeiro - RJ",1.600.000,2.100,"
                146
              ","3
","5
","2
"
"Rua Seis, 75 - Recreio Dos Bandeirantes, Rio de Janeiro - RJ",698.500,900,"
                87
              ","3
","2
","2
"
"Avenida José Luiz Ferraz, 400 - Recreio Dos Bandeirantes, Rio de Janeiro - RJ",795.000,1.300,"
                147
              ","2
","1
","2
"
"Rua Ministro Alfredo Valadão - Copacabana, Rio de Janeiro - RJ",650.000,880,"
                66
              ","2
","2
","--
"
"Estrada Pau-ferro - Pechincha, Rio de Janeiro - RJ",4.500.000,,"
                1600
              ","--
","22
","20
"
"Rua Visconde de Pirajá - Ipanema, Rio de Janeiro - RJ",600.000,,"
                35
              ","1
","1
","--
"
"Rua Timóteo da Costa - Leblon, Rio de Janeiro - RJ",2.190.000,1.900,"
                113
              ","3
","2
","2
"
"Barra da Tijuca, Rio de Janeiro - RJ",3.900.000,1.670,"
                500
              ","6
","6
","6
"
"Rua Cruz Lima, 35 - Flamengo, Rio de Janeiro - RJ",820.000,,"
                78
              ","2
","2
","2
"
"Rua Francisco Otaviano - Copacabana, Rio de Janeiro - RJ",3.500.000,2.350,"
                149
              ","3
","4
","2
"
"Avenida Lúcio Costa, 3300 - Barra da Tijuca, Rio de Janeiro - RJ",4.800.000,3.800,"
                320
              ","4
","5
","3
"
"Rua Francisco Otaviano - Copacabana, Rio de Janeiro - RJ",4.000.000,3.000,"
                185
              ","4
","4
","4
"
"Rua Justino de Sousa, 123 - São Cristóvão, Rio de Janeiro - RJ",340.000,,"
                159
              ","2
","1
","--
"
"Rua Voluntários da Pátria - Botafogo, Rio de Janeiro - RJ",849.000,850,"
                108
              ","3
","3
","--
"
"Rua Mário Agostinelli, 55 - Barra da Tijuca, Rio de Janeiro - RJ",1.250.000,2.340,"
                148
              ","4
","5
","2
"
"Ipanema, Rio de Janeiro - RJ",1.650.000,1.300,"
                160
              ","3
","4
","1
"
"Rua Marquês de Abrantes, 110 - Flamengo, Rio de Janeiro - RJ",699.000,980,"
                149
              ","4
","2
","--
"
"Tijuca, Rio de Janeiro - RJ",470.000,713,"
                60
              ","2
","2
","1
"
"Campo Grande, Rio de Janeiro - RJ",470.000,849,"
                135
              ","3
","2
","2
"
"Botafogo, Rio de Janeiro - RJ",1.800.000,2.000,"
                103
              ","3
","4
","2
"
"Avenida José Luiz Ferraz, 400 - Recreio Dos Bandeirantes, Rio de Janeiro - RJ",630.000,620,"
                96
              ","3
","2
","1
"
"Avenida Miguel Antônio Fernandes, 31 - Recreio Dos Bandeirantes, Rio de Janeiro - RJ",2.800.000,1.000,"
                440
              ","4
","7
","2
"
"Avenida Embaixador Abelardo Bueno, 3000 - Barra da Tijuca, Rio de Janeiro - RJ",580.000,1.100,"
                85
              ","3
","3
","1
"
"Bonsucesso, Rio de Janeiro - RJ",250.000,,"
                50
              ","--
","1
","--
"
"Rua Zelio Valverde - Recreio Dos Bandeirantes, Rio de Janeiro - RJ",550.000,756,"
                92
              ","3
","4
","1
"
"Barra da Tijuca, Rio de Janeiro - RJ",900.000,1.400,"
                96
              ","2
","1
","2
"
"Rua Barão de Oliveira Castro, 1 - Jardim Botânico, Rio de Janeiro - RJ",650.000,1.081,"
                71
              ","2
","2
","1
"
"Rua Barão de Oliveira Castro, 1 - Jardim Botânico, Rio de Janeiro - RJ",650.000,1.081,"
                71
              ","2
","2
","1
"
"Humaitá, Rio de Janeiro - RJ",700.000,968,"
                66
              ","2
","1
","1
"
"Rua Duque Estrada - Gávea, Rio de Janeiro - RJ","15.000
",,"
                547
              ","4
","3
","5
"
"Rua Marquês de Abrantes - Flamengo, Rio de Janeiro - RJ",1.140.000,1.200,"
                130
              ","3
","3
","--
"
"Avenida Cesário de Melo, 4077 - Campo Grande, Rio de Janeiro - RJ",235.000,420,"
                58
              ","2
","1
","1
"
"Recreio Dos Bandeirantes, Rio de Janeiro - RJ",1.050.000,570,"
                270
              ","3
","1
","3
"
"Avenida das Américas, 2901 - Da Av Das Americas, Rio de Janeiro - RJ","1.650
",,"
                54
              ","--
","2
","2
"
"Rua Abade Ramos - Jardim Botânico, Rio de Janeiro - RJ",1.200.000,1.200,"
                94
              ","3
","2
","--
"
"Rua Carlos de Laet - Tijuca, Rio de Janeiro - RJ",588.000,400,"
                98
              ","3
","2
","--
"
"Rua Visconde de Pirajá - Ipanema, Rio de Janeiro - RJ",885.000,980,"
                51
              ","1
","2
","--
"
"Rua Ipiranga - Laranjeiras, Rio de Janeiro - RJ",1.400.000,,"
                306
              ","12
","18
","--
"
"Rua Visconde de Santa Cruz, 285 - Engenho Novo, Rio de Janeiro - RJ",169.000,497,"
                50
              ","1
","1
","1
"
"Rua Carvalho Alvim - Tijuca, Rio de Janeiro - RJ",550.000,450,"
                64
              ","2
","2
","1
"
"Rua Nossa Senhora de Lourdes, 92 - Grajaú, Rio de Janeiro - RJ",750.000,1.500,"
                107
              ","3
","3
","2
"
"Ipanema, Rio de Janeiro - RJ",600.000,,"
                30
              ","--
","1
","--
"
"Rua Barão de Itapagipe, 71 - Tijuca, Rio de Janeiro - RJ",598.000,850,"
                70
              ","3
","2
","1
"
"Rua Lourenço Filho, 126 - Barra da Tijuca, Rio de Janeiro - RJ",6.000.000,2.020,"
                465
              ","4
","6
","4
"
"Rua Marquês de Abrantes - Flamengo, Rio de Janeiro - RJ",390.000,530,"
                37
              ","1
","1
","--
"
"Avenida Jornalista Tim Lopes, 255 - Barra da Tijuca, Rio de Janeiro - RJ",2.950.000,2.600,"
                210
              ","3
","4
","2
"
"Rua Jornalista Henrique Cordeiro, 170 - Barra da Tijuca, Rio de Janeiro - RJ",880.000,1.700,"
                91
              ","3
","1
","2
"
"Rua Guarabira, 9 - Todos os Santos, Rio de Janeiro - RJ",990.000,50,"
                368
              ","4
","3
","3
"
"Avenida Delfim Moreira - Leblon, Rio de Janeiro - RJ",13.400.000,5.500,"
                362
              ","4
","5
","2
"
"Rua das Laranjeiras - Laranjeiras, Rio de Janeiro - RJ",1.980.000,1.835,"
                210
              ","4
","5
","3
"
"Rua Hilário de Gouveia, 18 - Copacabana, Rio de Janeiro - RJ",3.100.000,2.500,"
                328
              ","3
","4
","2
"
"Estrada dos Bandeirantes - Jacarepaguá, Rio de Janeiro - RJ",365.000,720,"
                80
              ","2
","2
","1
"
"Avenida Lúcio Costa, 2930 - Barra da Tijuca, Rio de Janeiro - RJ",2.100.000,2.920,"
                108
              ","2
","2
","1
"
"Avenida Atlântica - Copacabana, Rio de Janeiro - RJ",11.500.000,3.200,"
                372
              ","4
","3
","4
"
"Rua Anita Garibaldi - Copacabana, Rio de Janeiro - RJ",715.000,700,"
                85
              ","2
","2
","--
"
"Grajaú, Rio de Janeiro - RJ",910.000,,"
                334
              ","4
","4
","2
"
"Rua Miranda e Brito - Irajá, Rio de Janeiro - RJ",280.000,300,"
                80
              ","2
","2
","1
"
"Rua Oswaldo Lussac, 19 - Taquara, Rio de Janeiro - RJ",185.000,640,"
                50
              ","2
","1
","1
"
